Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Intervention-mod,Location-Building,Location-Shelf,Class,Subclass,Subclass1,Bookplate,Local interest,pub year,Decade,location code,lang code,Language,pub city,publisher,subjects,title2
BMC-BR-0050,BR75 .T2 1847 (vol. 5),"The whole works of the Right Rev. Jeremy Taylor, with a life of the author, and a critical examination of his writings,",3.1796E+13,,,,,,1847-1855.,"Taylor, Jeremy, 1613-1667.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1847,1840,enk,eng,English,London ,"Longman, Brown, Green, and Longmans,",Theology; History; 17th century.| Theology; Early works to 1800.,"The whole works of the Right Rev. Jeremy Taylor,with a life of the author, and a critical examination of his writings,"
BMC-BR-0051,BR75 .T2 1847 (vol. 5),"The whole works of the Right Rev. Jeremy Taylor, with a life of the author, and a critical examination of his writings,",3.1796E+13,,B_Images/BMC-BR-0051.Image_barcode.204313.jpg,B_Images/BMC-BR-0051.Image_1.204301.jpg,,,1847-1855.,"Taylor, Jeremy, 1613-1667.",Medium interest,Reader marks - substantial,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,"Right Rev. Jeremy Taylor, D.D.,",,1847,1840,enk,eng,English,London ,"Longman, Brown, Green, and Longmans,",Theology; History; 17th century.| Theology; Early works to 1800.,"The whole works of the Right Rev. Jeremy Taylor,with a life of the author, and a critical examination of his writings,"
BMC-BR-0052,BR75 .T25 1880 (vol. 3),The whole works of the Right Rev. Jeremy Taylor ... ,3.1796E+13,,,,,,1880,"Taylor, Jeremy, 1613-1667.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1880,1880,enk,eng,English,London ,"Reeves & Turner,",Theology; History; 17th century.| Theology; Early works to 1800.,The whole works of the Right Rev. Jeremy Taylor ... /
BMC-BR-0053,BR75 .W47 1847 (vol. 4),"The works of the right reverend father in God, Thomas Wilson, D.D., Lord Bishop of Sodor and Man.",3.1796E+13,,,,,,1847-1863.,"Wilson, Thomas, 1663-1755.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1847,1840,enk,eng,English,Oxford ,"J.H. Parker,",Bishops; England; Biography.| Theology; History; 17th century.| Theology; History; 18th century.,"The works of the right reverend father in God, Thomas Wilson, D.D., Lord Bishop of Sodor and Man."
BMC-BR-0054,BR75 .W47 1847 (vol. 6),"The works of the right reverend father in God, Thomas Wilson, D.D., Lord Bishop of Sodor and Man.",3.1796E+13,,,,,,1847-1863.,"Wilson, Thomas, 1663-1755.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1847,1840,enk,eng,English,Oxford ,"J.H. Parker,",Bishops; England; Biography.| Theology; History; 17th century.| Theology; History; 18th century.,"The works of the right reverend father in God, Thomas Wilson, D.D., Lord Bishop of Sodor and Man."
BMC-BR-0055,BR85 .E3 1917 f,Studies in the Christian religion.,3.17961E+13,,,,,,1917,"Edmunds, Albert J. 1857-1941. (Albert Joseph),",,,Canaday Library,Folio (Floor B),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1917,1910,pau,eng,English,Philadelphia ,"Innes,",,Studies in the Christian religion.
BMC-BR-0056,BR85 .H3 (vol. 1),Aus wissenschaft und leben ,3.1796E+13,,,,,,1911,"Harnack, Adolf von, 1851-1930.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1911,1910,gw ,ger,German,Giessen ,"A. Töpelmann,",,Aus wissenschaft und leben /
BMC-BR-0057,BR95 .B3 f (vol. 1),Dictionnaire d'histoire et de géographie ecclésiastiques ,3.1796E+13,,,,,,1912-,"Baudrillart, Alfred, 1859-1942 ed.",,,Canaday Library,Folio (Floor B),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1912,1910,fr ,fre,French,Paris ,"Letouzey et Ané,",Church history; Dictionaries; French.| Ecclesiastical geography; Dictionaries; French.,Dictionnaire d'histoire et de géographie ecclésiastiques /
BMC-BR-0058,BR95 .B3 f (vol. 25),Dictionnaire d'histoire et de géographie ecclésiastiques ,3.1796E+13,,,,,,1912-,"Baudrillart, Alfred, 1859-1942 ed.",,,Canaday Library,Folio (Floor B),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1912,1910,fr ,fre,French,Paris ,"Letouzey et Ané,",Church history; Dictionaries; French.| Ecclesiastical geography; Dictionaries; French.,Dictionnaire d'histoire et de géographie ecclésiastiques /
BMC-BR-0059,BR95 .B6 1874a,"Dictionary of sects, heresies, ecclesiastical parties, and schools of religious thought,",3.17961E+13,,,,,,1874,"Blunt, John Henry, 1823-1884.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1874,1870,pau,eng,English,Philadelphia ,J.B. Lippincott & co.;,Sects; Dictionaries.| Theology; Dictionaries.,"Dictionary of sects, heresies, ecclesiastical parties, and schools of religious thought,"
BMC-BR-0060,BR95 .C2 (vol. 9 pt. 2),Dictionnaire d'archéologie chrétienne et de liturgie ,3.1796E+13,,,,,,"1913-1953 [v. 1, 1924]","Cabrol, Fernand, 1855-1937.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1913,1910,fr ,fre,French,Paris ,"Letouzey et Ané,",Christian antiquities; Dictionaries.| Theology; Dictionaries.| Christian antiquities.; fast; (OCoLC)fst00858898.| Theology.; fast; (OCoLC)fst01149559.,Dictionnaire d'archéologie chrétienne et de liturgie /
BMC-BR-0061,BR95 .C2 (vol. 9 pt. 1),Dictionnaire d'archéologie chrétienne et de liturgie ,3.1796E+13,,,,,,"1913-1953 [v. 1, 1924]","Cabrol, Fernand, 1855-1937.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1913,1910,fr ,fre,French,Paris ,"Letouzey et Ané,",Christian antiquities; Dictionaries.| Theology; Dictionaries.| Christian antiquities.; fast; (OCoLC)fst00858898.| Theology.; fast; (OCoLC)fst01149559.,Dictionnaire d'archéologie chrétienne et de liturgie /
BMC-BR-0062,BR95 .S65 1877 (vol. 2),"A dictionary of Christian biography, literature, sects and doctrines : being a continuation of ""The dictionary of the Bible"" ",3.1796E+13,,,,,,1877-87.,"Smith, William, Sir, 1813-1893.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1877,1870,enk,eng,English,London ,"J. Murray,",Fathers of the church; Dictionaries.| Christian biography.,"A dictionary of Christian biography, literature, sects and doctrines :being a continuation of ""The dictionary of the Bible"" /"
BMC-BR-0063,BR115.S6 C5 1922b,The Christian faith: a series of essays for the use of parents and teachers written at the instance of the Christian evidencey society ,3.17961E+13,,,,,,1922,,None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1922,1920,enk,eng,English,London ,"J. Murray,",Apologetics.,The Christian faith:a series of essays for the use of parents and teachers written at the instance of the Christian evidencey society /
BMC-BR-0064,BR121 .A25 1892,The evolution of Christianity ,3.17961E+13,,,,,,1892,"Abbott, Lyman, 1835-1922.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1892,1890,mau,eng,English,Boston and New York ,"Houghton, Mifflin and company,","Christianity; Essence, genius, nature.",The evolution of Christianity /
BMC-BR-0065,BR121 .C45 1858,Le génie du Christianisme ,3.17961E+13,,,,,,1858,"Chateaubriand, François-René, vicomte de, 1768-1848.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1858,1850,fr ,fre,French,Paris ,"Hachette,","Christianity.| Theology, Doctrinal.| Art and religion.| Worship.",Le génie du Christianisme /
BMC-BR-0066,BR125 .T6 I7514,Ma confession ,3.17961E+13,,,,,,1891,"Tostoĭ, Lev Nikolaevich, graf.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1891,1890,fr ,fre,French,Paris ,"Savine,",,Ma confession /
BMC-BR-0067,BR131 .M4 (vol. 1),Éléments d'archéologie chrétienne,3.1796E+13,,,,,,1903-09.,"Marucchi, Orazio, 1852-1931.",None,None,Carpenter Library,Stacks,"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1903,1900,fr ,fre,French,Paris ,"Declée,; Lefebvre :","Christian antiquities; Italy; Rome.| Church history; Primitive and early church, ca. 30-600.| Catacombs.| Church buildings; Italy; Rome.| Christian antiquities.",Éléments d'archéologie chrétienne 
BMC-BR-0068,BR162 .N4 1884 (vol. 5),General history of the Christian religion and church:,3.1796E+13,,,,,,1884,"Neander, August, 1789-1850.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1884,1880,enk,eng,English,London ,"G. Bell and sons,",Church history.,General history of the Christian religion and church:
BMC-BR-0069,BR165 .F5 1916,The beginnings of Christianity : with a view of the state of the Roman world at the birth of Christ ,3.17961E+13,,,,,,1916,"Fisher, George Park, 1827-1909.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,,,,,,,,,
BMC-BR-0070,BR195.W6 B7,Die Frau in der alten Kirche ,3.17961E+13,,,,,,1919,"Braun, Wilhelm Alfred, 1873-",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1919,1910,gw ,ger,German,Berlin-Lichterfelde ,"E. Runge,","Women in Christianity; History; Early church, ca. 30-600.",Die Frau in der alten Kirche /
BMC-BR-0071,BR300 .V5 Nr.26,Hans Sachs und die Reformation.,3.17961E+13,,,,,,1889,"Kawerau, Waldemar, 1854-1898.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1889,1880,ge ,ger,German,Halle ,"Verein für Reformationsgeschichte,",,Hans Sachs und die Reformation.
BMC-BR-0072,BR304 .V24,Dos diálogos escritos ,3.17961E+13,Florence Whyte – Ph.D. From Bryn Mawr in 1937,B_Images/BMC-BR-0072.Image_barcode.181906.jpg,B_Images/BMC-BR-0072.Image_1.181839.jpg,,,1850,"Valdés, Alfonso de, -1532.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1850,1850,sp ,spa,Spanish,"Madrid,",,,Dos diálogos escritos /
BMC-BR-0073,BR305 .C27 (vol. 6),"Histoire de la réforme, de la Ligue, et du règne de Henri IV;",3.1796E+13,,B_Images/BMC-BR-0073.Image_barcode.182250.jpg,B_Images/BMC-BR-0073.Image_1.182302.jpg,,,1834-1835.,"Capefigue, M. 1802-1872. (Jean Baptiste Honoré Raymond),",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1834,1830,fr ,fre,French,Paris ,"Duféy,",Reformation.,"Histoire de la réforme, de la Ligue, et du règne de Henri IV;"
BMC-BR-0074,BR305 .C27 (vol. 5),"Histoire de la réforme, de la Ligue, et du règne de Henri IV;",3.1796E+13,,B_Images/BMC-BR-0074.Image_barcode.184133.jpg,B_Images/BMC-BR-0074.Image_1.184141.jpg,,,1834-1835.,"Capefigue, M. 1802-1872. (Jean Baptiste Honoré Raymond),",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1834,1830,fr ,fre,French,Paris ,"Duféy,",Reformation.,"Histoire de la réforme, de la Ligue, et du règne de Henri IV;"
BMC-BR-0075,BR305 .M5 1843 (vol. 4),"History of the great reformation of the sixteenth century in Germany, Switzerland, etc.,",3.1796E+13,,B_Images/BMC-BR-0075.Image_barcode.184155.jpg,B_Images/BMC-BR-0075.Image_1.184205.jpg,,,1843-1846.,"Merle d'Aubigné, J. H. 1794-1872. (Jean Henri),",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1843,1840,   ,eng,English,New York ,"R. Carter,",Reformation.,"History of the great reformation of the sixteenth century in Germany, Switzerland, etc.,"
BMC-BR-0076,BR330 .A2 1883 (vol. 10 pt. l no. 2),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,,,,,,1883-,"Luther, Martin, 1483-1546.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0077,BR330 .A2 1883 (vol. 2),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,"Mismatched barcodes, everything else is the same",B_Images/BMC-BR-0077.Image_barcode.184802.jpg,,,,1883-,"Luther, Martin, 1483-1546.",Not on shelf,,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0078,BR330 .A2 1883 (vol. 34 pt. 1),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,,,,,,1883-,"Luther, Martin, 1483-1546.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0079,BR330 .A2 1883 (vol. 4),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,,,,,,1883-,"Luther, Martin, 1483-1546.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0080,BR330 .A2 1883 (vol. 15),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,,,,,,1883-,"Luther, Martin, 1483-1546.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0081,BR330 .A2 1883 (vol. 67),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,,,,,,1883-,"Luther, Martin, 1483-1546.",Wrong date,,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0082,BR330 .A2 1883 (vol. 24),D. Martin Luthers werke : kritische gesammtausgabe,3.1796E+13,,,,,,1883-,"Luther, Martin, 1483-1546.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1883,1880,ge ,ger,German,Weimar ,"H. Böhlau,",Lutheran Church.| Theology; History; 16th century.| Theology; Early works to 1800.,D. Martin Luthers werke :kritische gesammtausgabe 
BMC-BR-0083,BR345 .S7 (vol. 2),Huldreich Zwingli. Sein Leben und Wirken,3.1796E+13,,,,,,1895-97.,"Staehelin, Rudolf, 1841-1900.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1895,1890,xx ,ger,German,"Basel,","B. Schwabe,",,Huldreich Zwingli.Sein Leben und Wirken
BMC-BR-0084,BR350 .B9 1972 (vol. 2 pt. 8),"Werke: Hrsg. unter Mitw. des Zwinglivereins in Zürich, des Institutsfür Schweizerische Reformationsgeschichte ... ",3.1796E+13,,,,,,(1972-,"Bullinger, Heinrich, 1504-1575.",Wrong date,,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,,,,,,,,,
BMC-BR-0085,BR350 .B9 1972 (vol. 2 pt. 4),"Werke: Hrsg. unter Mitw. des Zwinglivereins in Zürich, des Institutsfür Schweizerische Reformationsgeschichte ... ",3.1796E+13,,,,,,(1972-,"Bullinger, Heinrich, 1504-1575.",Wrong date,,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,,,,,,,,,
BMC-BR-0086,BR350.E2 W4 1905,Johann Eberlin von Günsburg : ein reformatorisches Charakterbild aus Luthers Zeit ,3.17961E+13,,,,,,1905,"Werner, Julius, 1860-",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1905,1900,xx ,ger,German,"Heidelberg,","C. Winter,",Reformation; Germany; Biography.,Johann Eberlin von Günsburg :ein reformatorisches Charakterbild aus Luthers Zeit /
BMC-BR-0087,BR350.H8 S8 1871,Ulrich von Hutten ,3.17961E+13,,,,,,1871,"Strauss, David Friedrich, 1808-1874.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1871,1870,ge ,ger,German,Leipzig ,"F. A. Brockhaus,",,Ulrich von Hutten /
BMC-BR-0088,BR370 .A5,"Histoire des assemblées politiques des réformés de France, 1573-1622.",3.17961E+13,,,,,,1859,"Anquez, Léonce, 1821-",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1859,1850,fr ,fre,French,Paris ,"Auguste Durand, Libraire,",Reformation; France.,"Histoire des assemblées politiques des réformés de France, 1573-1622."
BMC-BR-0089,BR375 .G3 (vol. 4),"Lollardy and the Reformation in England; an historical survey, by James Gairdner",3.1796E+13,,,,,,1908-1913.,"Gairdner, James, 1828-1912.",None,None,Canaday Library,Stacks (Monographs),"B - Philosophy, psychology, religion",BR,BR - Christianity,,,1908,1900,enk,eng,English,London ,"Macmillan and co., limited,",Reformation; England.| Lollards.,"Lollardy and the Reformation in England;an historical survey, by James Gairdner "
